Received,Device Name,Type,DevAddr,MAC,U/L RSSI,U/L SNR,FCnt,Datarate,ACK,Port,Frequency,MAC Command,Data
2025-08-19 10:15:30,VIS_CDA6,Confirmed_Up,FFA9010C,0016C001F1DE40D9,-87,-7.8,1356,SF8BW125,false,1,923.4,06FF06,814C40500807000000B37400005429E217000031005E004300000000004500E0009F006F0400002A006E004E005B040300000000A005905C60091B0002DD0DA105905CA3
2025-08-19 10:14:32,WISE-2410-VibTest,Unconfirmed_Down,FFB1FA66,0016C001F1DE40D9,,,4077,SF7BW125,true,0,923.4,,
2025-08-19 10:14:31,WISE-2410-VibTest,Confirmed_Up,FFB1FA66,0016C001F1DE40D9,-93,-1,18252,SF7BW125,false,1,923.4,,814C3A500807000000687600005423E20700002E0053003B0000002C00C5008C000000170078005500030000000037DEA36860091B0002DA0D38DEA368C7
2025-08-19 10:13:27,WISE-2410-VibTest,Unconfirmed_Down,FFB1FA66,0016C001F1DE40D9,,,4076,SF7BW125,true,0,922.8,,
2025-08-19 10:13:26,WISE-2410-VibTest,Confirmed_Up,FFB1FA66,0016C001F1DE40D9,-83,-5,18251,SF7BW125,false,1,922.8,,814B3A500807000000EB7500005423E20700003A005D00420000002F00CA008F0000001700730052000300000000FBDDA36860091B0002DA0DFCDDA3685B
2025-08-19 10:11:32,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23121,SF10BW125,true,0,922.8,,
2025-08-19 10:11:31,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23120,SF10BW125,true,0,923.2,,
2025-08-19 10:11:31,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-86,-7.5,38038,SF10BW125,false,1,922.8,,019600600716023A5B69A4
2025-08-19 10:11:30,WISE-4610-S617,Confirmed_Up,FF5BDF2B,0016C001F1DE40D9,-80,-19,38037,SF10BW125,false,1,923.2,,0195011100008304021100
2025-08-19 10:11:29,WISE-4610-S617,Unconfirmed_Down,FF5BDF2B,0016C001F1DE40D9,,,23119,SF10BW125,true,0,922.6,,
